date,DTB3,DGS10,BAMLC0A1CAAAEY,BAMLC0A4CBBBEY,DTWEXB
2016-11-01,0.45,2.14,2.86,3.67,125.5546
2016-12-01,0.51,2.49,3.11,3.86,127.5298
2017-01-01,0.51,2.43,3.03,3.75,127.3608
2017-02-01,0.52,2.42,3.03,3.70,125.5663
2017-03-01,0.74,2.48,3.13,3.76,125.0383
2017-04-01,0.80,2.30,2.99,3.64,124.1198
2017-05-01,0.89,2.30,2.97,3.59,123.6334
2017-06-01,0.98,2.19,2.87,3.50,122.0180
2017-07-01,1.07,2.32,2.89,3.52,120.3484
2017-08-01,1.01,2.21,2.84,3.47,119.0332
2017-09-01,1.03,2.20,2.84,3.47,117.9039
2017-10-01,1.07,2.36,2.87,3.50,120.0242
2017-11-01,1.23,2.35,2.92,3.56,120.2491
2017-12-01,1.32,2.40,2.95,3.59,119.9313
2018-01-01,1.41,2.58,3.08,3.68,117.1935
2018-02-01,1.57,2.86,3.31,3.94,117.5502
2018-03-01,1.70,2.84,3.40,4.09,118.0646
2018-04-01,1.76,2.87,3.44,4.17,118.1483
2018-05-01,1.86,2.98,3.53,4.33,121.4302
2018-06-01,1.90,2.91,3.51,4.39,123.4234
2018-07-01,1.96,2.89,3.49,4.37,124.0589
2018-08-01,2.03,2.89,3.46,4.32,125.3341
2018-09-01,2.13,3.00,3.58,4.41,126.0398
2018-10-01,2.25,3.15,3.74,4.56,126.8761
2018-11-01,2.33,3.12,3.77,4.73,128.2981
2018-12-01,2.37,2.83,3.60,4.73,128.5202
2019-01-01,2.37,2.71,3.47,4.60,126.7306
2019-02-01,2.39,2.68,3.34,4.37,126.8096
2019-03-01,2.40,2.57,3.30,4.19,127.2096
2019-04-01,2.38,2.53,3.24,4.05,127.3554
2019-05-01,2.35,2.40,3.16,3.96,128.7336
2019-06-01,2.17,2.07,2.87,3.70,128.2525
2019-07-01,2.10,2.06,2.78,3.56,127.8484
2019-08-01,1.95,1.63,2.45,3.30,130.3698
2019-09-01,1.89,1.70,2.51,3.32,130.7506
2019-10-01,1.65,1.71,2.48,3.27,130.1560
2019-11-01,1.54,1.81,2.54,3.27,129.9194
2019-12-01,1.54,1.86,2.54,3.22,129.3615
2020-01-01,1.52,1.76,2.45,3.07,
2020-02-01,1.52,1.50,2.24,2.90,
2020-03-01,0.29,0.87,2.34,4.06,
2020-04-01,0.14,0.66,1.91,3.96,
2020-05-01,0.13,0.67,1.80,3.32,
2020-06-01,0.16,0.73,1.58,2.78,
2020-07-01,0.13,0.62,1.50,2.48,
2020-08-01,0.10,0.65,1.51,2.36,
2020-09-01,0.11,0.68,1.58,2.37,
2020-10-01,0.10,0.79,1.64,2.40,
2020-11-01,0.09,0.87,1.63,2.27,
2020-12-01,0.09,0.93,1.59,2.12,
2021-01-01,0.08,1.08,1.68,2.13,
2021-02-01,0.04,1.26,1.78,2.21,
2021-03-01,0.03,1.61,2.09,2.49,
2021-04-01,0.02,1.64,2.01,2.44,
2021-05-01,0.02,1.62,2.02,2.40,
2021-06-01,0.04,1.52,1.93,2.32,
2021-07-01,0.05,1.32,1.81,2.21,
2021-08-01,0.05,1.28,1.81,2.24,
2021-09-01,0.04,1.37,1.82,2.25,
2021-10-01,0.05,1.58,1.98,2.44,
2021-11-01,0.05,1.56,2.01,2.51,
2021-12-01,0.06,1.47,2.04,2.58,
2022-01-01,0.15,1.76,2.30,2.87,
2022-02-01,0.33,1.93,2.62,3.30,
2022-03-01,0.44,2.13,2.91,3.84,
2022-04-01,0.76,2.75,3.40,4.30,
2022-05-01,0.98,2.90,3.63,4.66,
2022-06-01,1.49,3.14,3.88,5.01,
2022-07-01,2.23,2.90,3.70,5.00,
2022-08-01,2.63,2.90,3.75,4.92,
2022-09-01,3.13,3.52,4.36,5.59,
2022-10-01,3.72,3.98,4.89,6.25,
2022-11-01,4.15,3.89,4.74,6.01,
2022-12-01,4.25,3.62,4.46,5.61,
